text	sentiment
"Inflation causing major problems for $WMT. Despite stronger-than-expected sales, earnings were 12% below estimates.

How stunning of a miss was this? 

With Refinitiv data since 1992, Walmart has never posted a bigger earnings miss - or anything close to the size of this miss."	0
"$BLK going downhill.
Their clients are not pleased."	0
Elon said $TSLA has great work ethics and $TSLA China team on average has probably the highest	1
"*SAUDI ARAMCO SURPASSES APPLE AS WORLD'S MOST VALUABLE COMPANY

  $AAPL"	0
Good Morrrning Retail!!! Todays Plays: $BBIG $PPSI $MARA $SOFI $SLDB $DIDI $AMC $BRDS Good Luck 	1
"$SPX testing the highs, in a range since the open.. best to see this close above 4020 to set up for 4063 tomorrow

$AAPL stuck near 145 for most of the day.. if we see 150 this week it can run to 153-156 next

$NVDA 183 next big level to break to set up for 200 by earnings"	1
HOLD $GME! #GameStop #GMErica #SuperStonk #wallstreetbets #MOASS $BBBY	1
"This $WMT falling back under 140 can’t be good IMO - for anyone.  

Now 137 dollar"	0
at least I don't own any $FRGE	0
"My Top 5 Dividend Payers: 

1.)  $840 - Johnson & Johnson $JNJ 
2.) $444 - T.Rowe Price $TROW 
3.) $441 - AT&T $T 
4.) $370 - ABBV  $ABBV 
5.) $329 - Target $TGT 

Love the diversity & the fact that there are NO OIL stocks on this list. 

What stocks make up your Top 5?"	1
"$TGT is bright ass #green sitting on a 15 p/e...
because unlike $WMT with a 30 p/e ...
15 of it all ""blue sky""...
@Target
 ain't sourcing from 50 countries in Shenzhen, Communist China"	1
It is almost like he just needed an excuse to dump $TSLA shares without the company collapsing. And now that he has billions in cash, there is no longer need for pretending to buy $TWTR anymore.	0
"$RSX, Vaneck's Russian ETF, is down 30% since Friday.

Traders are keeping an eye on this one."	0
I’m betting that 1/ $TSLA can outperform other long duration equities as int rates rise; and 2/ Fed will back off on tightening with economic growth already slowing	1
$WMT Walmart starting to lose its footing  Dipping below long term support	0
$SHOP down 18% this morning after missing on earnings 	0
Now glancing at $SE which was once called the Amazon of SE Asia with a gaming arm. Gaming falling off hard as people go out more, but e-commerce and payments have good growth. Issue is costs growing faster so you end up with this. Stock likely up cause been beaten down so hard	1
"Kirill Klip, Executive Chairman of #TNRGold $TNR.v commented, “We are pleased with the great news regarding #Ganfeng Lithium, our NSR Royalty Holding and advance of the #MarianaLithium Project to construction https://kirillklip.blogspot.com/2022/04/tnr-gold-considers-partial-ganfengs.html

$TRRXF #Royalties #Lithium $GNENF $TSLA #LIT"	1
$RBLX traders taking profits before it really gets bad. Dump just beginning. No good news coming for the markets to pull it up. $RBLX falling below $30 & $ARKK falling below $40 today	0
"With autonomy in every car, one day kids will only learn about DUIs and drunk driving deaths from their history textbooks. $TSLA 

@elonmusk

"	1
"#AMCR The debt to equity ratio of the company is 0.0157, which means the company has very low debt.
https://stockosaur.com/stocks/AMCR
Try our new intuitive free stock screener on https://stockosaur.com/screener - it's the best screener ever made"	1
"@TicTocTick
 $WMT still dipping and $AAPL barely holding rippys tells me all I need to know"	0
$JNJ negative Citigroup Maintains Buy on Johnson & Johnson, Lowers Price Target to $205	0
"nice gap up

if we can get $spx over 4063 more buyers may step in and we can see a start of a stronger bounce. will be patient and agile in this action.

longs on watch
$nvda over 180 for a move to 183+
$fb over 205
$msft over 266
$aapl over 147
$amd over 97 

gl hf "	1
"$ctra 

Stanley Druckenmiller 13-F bets big on energy:
In the first quarter of 2022, #StanleyDruckenmiller took positions in #CoterraEnergy | $CTRA, as well as Philips (PSX), and topped up an existing position in Chevron (CVX)."	1
Is $ONON totally screwed on supply chain issues now?  Trading like it.	0
I'm surprised the indices are not reacting to $WMT so far. That is a very ugly report.	0
"Who is buying #Amc with me today? I believe the next price will be over $100.

Fuck the stock. I'm ready to make a fortune!   #AMC #GME $AMC $GME
"	1
For the life of me I can’t figure out why $MNMD covered calls are so profitable, but I’m going on 15 months of one call after another. Well Over 20k collected in premiums and haven’t had a single share called away.	1
Big fan of $BLK really like them at these levels 	1
"#Premarket Top % Gainers:

$IDRA $BRDS $MITQ $AUVI
$ONON $PPSI $SE $JMIA
$CWEB $YINN $NU $PARA"	1
If you think $luna is having a bad time remember $FB is among one of the worst performing stock	0
"Stocks I’m watching this week  

Monday:
$DUK $PLUG 

Tuesday: 
$RBLX $U $WYNN

Wednesday:
$PSFE $DIS

What’s on your watchlist?"	1
Bank of America Upgrades $NIO from neutral to BUY!	1
"$AMD Trending and down 7.5% today 

$NVDA Flat on the day "	0
The $NVDA of today vs. $csco of 2000 analog is not looking very good for NVDA.	0
"$GFAI What a boom 
$BBIG be patient"	1
$TSLA Trending and down 9.5% after Musk acquires Twitter 	0
"I always try to skate where the puck is going.
My trading is the same. $SPX $TSLA $NVDA etc."	1
$FB Nice.	1
"$HOOD Trending and up 24% on the day.

Is this stock finally coming alive?"	1
$TSLA Looks like it’ll reverse and be red again today.	0
"Walmart targets college grads for $210K store manager gigs $WMT

Walmart is rolling out a streamlined program to place recent college graduates into store manager roles that pay out six-figure salaries.

The full take here "	1
$CAT - Caterpillar pops after board approves new $15B stock buyback	1
$AMZN created 1.1M #jobs in #india	1
"Hey 
@elonmusk
 
@garyblack00
 
@GerberKawasaki
 
@CathieDWood
 you guys seem to care about truth and transparency. Care to refute any of these claims that are pretty clearly laid out. I'm no expert, but seems like Elon and $TSLA are full of shit, and always have been. $TSLAQ 
@DOJCrimDiv"	0
Why would @elonmusk sell his Spacex shares instead of Tesla? Hasn’t it been more important for him in past to hold on to SpaceX shares to make sure SpaceX prioritizes Mars colony. I think Elon thinks Tesla is undervalued (at least relative to Spacex). Possibly bullish for $TSLA?	1
"$PG & $ABBV paying dividends today 

Long & strong on both "	1
Good plays everywhere. $AUVI was my main profit today. Nice little account challenge for myself.	1
"$BABA this flow is impressive 
@OPT_FLOrida"	1
$BAC paid well this morning	1
In other news 70% of Elon's followers on twitter are indistinguishable from $TSLA shilling bots.	0
$UBER for the Long haul! $$$	1
"I now own 19,000 shares of $DKNG @JasonDRobins
 I will not back down from this stock as hard as it is to buy right now, I truly believe this company is a winner long term. I'm willing to wait another year to see costs get under control."	1
"$COST is hurting ..

I understand their business model well.

I think it may come under pressure now 500. 

Having said that, a dip sub 450 is a gift  from the heavens. 

Tremendous company, great people, superb mission."	1
Right!  I can’t be the sole outlier who looks at & assesses the entire $TSLA #FraudMusk situation based on legit personal experience as a former employee, but as an objective investigator who has been a legit $TSLA employee & $TSLA #Whistleblower, can I NOT tell the truth? No	0
$rblx has been consistent wins lately	1
Of those, I only own $TD. I’m a huge fan of $BLK and will likely start a position soon. Incredible moat!	1
"I like for moat, revenue, growth and p/e ratios
$tsm 
$fb (nice p/e ratio)
$goog
$coin 
$qcom"	1
$SE Overall a decent result given all the headwinds and tough comps. Some updated charts and KPIs that I track below along with some commentary:	1
If you could only have three stocks to hold for 15-20 years what would they be? I was asked this question and the only one I know right away would be $COST	1
Burry is now short Apple $AAPL! Looks like he has been paying attention to the 40% decline in smartphone sales in China...	0
"#BullishAlert 
Bullish Stock Alert: $SE at $80.03

This alert is meant for swing and day traders. For details, please see the pinned tweet on top of our profile.

#SwingTrading #StockPicks"	1
Blackrock is a supervillain. They buy up suburbs & turn them into rentals making it near impossible for a normal person to compete in the home buying market. Now $BLK maliciously colluded with Citadel to wipe out $UST & $LUNA, extorting millions of retail crypto traders.	0
"$WMT Walmart taking a tumble after reporting soft earnings  
"	0
$tsla was down 5.88% yesterday. Up 3.79% this PM. Hope it will continue to surge.	1
"The market is showing some love for Cathie today.

$ARKK +5.5%
$SARK -5.5%

Place your bets..."	1
"It may not seem like it now, but when multiples eventually expand again and the macro environment becomes more clear, I believe the following will be among the young leaders in the next bull run:

$ABNB $SNOW $DDOG $CRWD $COIN"	1
"$COST Spent the week under the 200D, not good. 

You want it back over 508 ASAP.. 10 buck bounce if it goes for it then we see"	0
Last week I sold 90% of my $TWTR at $49. Bought $TSLA with that.	1
"I think the fintech business (SeaMoney) of $SE will be a significant growth driver over the next # of yrs. Their markets are underbanked and should be a focus for $SE mgmt. Forrest Li is no dummy.

This is similar to why my conviction in $MELI is very high. Great execution."	1
"i have 2 PP exits in $WMT  n $SE shorts   both live still

so profit is assured"	1
Recession proof vest you might want to keep an eye on. Especially around $460 $COST	1
$IDRA $MITQ $BRDS $DBGI $AUVI = Morning Movers 	1
Super happy I was able to call $EOG back when it was around $110!	1
$BRK.b #BerkshireHathaway looks like one of the few buys right now depending on open tomorrow.	1
$GME blasting off in after hours after news of potential stock split	1
"It's not easy to invest in Biotechs.

$XBI is trending and down another 3.5% today.

Here's the yearly look "	0
"#GME #GMESQUEEZE 
Don't forget $GME price went in 1 single day from $94.97 to $380.00. It will happen again don't get caught off guard.
"	1
$SE wave 4 complete post earnings dump show begins	0
"Premarket stock gainers with volume
$IDRA 
$BRDS 
$AUVI 
$MITQ 
$PPSI 
Come by to check the float & short %
#stocks #premarket #StockMarket #stockstowatch"	1
$SE Stock Pops 12% After Sea Beats Q1 Revenue Estimates	1
"$HD was the play good lord 
@AjTrader7
 
PUTS well over 100% on 5 pt move!!"	1
Hey @SECGov If you're worried about stock fraud and people selling shares they don't own, have we got a story for you about $AMC and $GME.  We'd tell you, BUT WE ALREADY F'ING HAVE FOR OVER A YEAR.	0
"$PTON is temporarily halting production of its connected fitness products.

The stock is down ~25% on the news"	0
What’s this? It’s the Fed hiking.  Oh and $ONON up nicely on earnings thus far this morning. He’s a 3% owner of the company	1
"Think I have a problem.
Bought more $BABA at $82.55."	1
If such 2 minutes of analysis is showing that spam accounts are more than 20% then why did you choose a difficult option of seeing SEC filings of Twitter? Fire your IB and DD teams. Or was 28% fall in $TSLA share price in a month the real reason for cold feet?	0
$GFAI Blowing the fack up! 	1
It's trade 'em well Tuesday and here's what I may be trading IF we get an A+ Setup:  $AFRM $AUVI $BRDS $HD $HEAR $INDO  $IQ $LBPS $MITQ $NEPH $NU $ONON $PARA $PPSI $SE $TSLA #DayTrading #DayTrader #PROCESS	1
called it for $KO good shit, lookin to see higher this week	1
Bullish $GOOG	1
Right. $TSLA, $ARKK and $BTC being decimated will mark the end of the bear market. And a great buying opportunity. Excepting the afore-mentioned and their ilk of course.	0
"First out// $SUNW: Sunworks Clocks 406% Revenue Growth In Q1
https://marketbit.pro/news/2022/05/16/sunworks-clocks-406-revenue-growth-in-q1"	1
Walmart is down over 10% today, on pace for its largest decline since October 1987. $WMT	0
$DBGI and $BRDS both earnings winners in good add spots. Top watches into open.	1
R.I.P. Walmart $WMT	0
"bro $MCD doing real bad in the world theater

"	0
Growth Acceleration Ahead: Why Jumia Stock Is Surging $JMIA https://newsfilter.io/articles/growth-acceleration-ahead-why-jumia-stock-is-surging-2e9cdc904b631675c27348831ab69c7d	1
$GFAI Glad I got in at .48 Up 38% now!	1
$PYPL took a BRUTAL beat after earnings	0
"I am fortunate that I stepped away from this $GLBE train wreck in January at $43.15.  

It was a loss for me (-24%), from the buy at $56.51 on Dec 15th but has since dropped another 68%.

Nothing good happens under the 200d ma."	0
"$baba is now the second biggest position in my portfolio. Check the revenue and free cash flow of this company! Can't believe I was able to buy this for 85 dollars per share. Thank you, Mr Market; feel free to keep crashing it so I can buy more!
#stocks #marketcrash"	1
"JUST IN: $AUVI Applied UV Announces Inclusion in a Multi-Million Dollar Contract Offering Throughout Non-Public Schools in The State of Washington https://marketwirenews.com/news-releases/applied-uv-announces-inclusion-in-a-multi-million-do-5602985412324361.html?t=966141
    
 #MWN #Stocks 
@SalmanAziz1234
 
@GetScanz
 
@ErikaAg69888424
  $PTE $ERBB $IDRA $PDPG"	1
"Semiconductors having another tough morning.

$NVDA -4%
$AMD -3.5%
$MU -1%

Here is their performance over the last year"	0
"Mr. 
@GaryGensler
@GurbirGrewalNJ
The same crooks manipulating $AMC & $GME are insider trading with Call Options. Watch how all of a sudden the stock will go up now that Citadel bought millions of calls! 
@DOJCrimDiv @DOJPH @FINRA @FBI @TishJames @CFPB
"	0
$KMDA - Kamada GAAP EPS of -$0.04 misses by $0.07, revenue of $28.1M misses by $4.63M	0
"Tesla Shanghai plant capacity utilization at over 45%, local official says
https://cnevpost.com/2022/05/17/tesla-shanghai-plant-capacity-utilization-at-45-local-official-says/
$TSLA"	1
"$MSFT plans to nearly double global merit-based salary budget 
@aatilley"	1
"He is trying to find imaginary faults to get a lower price.  He screwed up many investors waiting for $54.20. $TSLA. 
 $TWTR  should hold him to his original offer.  If they do get a break up fee, they should distribute it to share holders."	0
"Alibaba earnings date CONFIRMED!
Mark May 26 on your calendar, it's gonna be 
$BABA"	1
$JMIA saving the markets today	1
SELL $AMZN, BUY $TSLA 	0
"Top Gainers pt2

$BTCS $CSSE $BMEA $AUVI $JMIA"	1
$VUZI $LGVN $AUVI $VERU 	1
I used to own $WMT but $COST is really the only retail i'm in anymore.  Well run and incredible long term equity	1
Congrats to all the $AMD and $GOOG bulls 	1
" Top pre market movers for Tue, May 17 

$IDRA $0.54 +51.49% 11.36M
$BRDS $1.26 +28.36% 4.45M
$PPSI $4.08 +26.70% 3.10M
$MITQ $1.31 +25.96% 5.81M
$AUVI $1.24 +19.23% 3.84M"	1
"Dear 
@tjhuddle
,
2 years ago, you reported that #Tesla was building ventilators for dying #COVID patients.
This was a huge PR coup for Tesla.
Are you going to now follow up & find out how many #PhonyStark's company's actually built?
$TSLA $TSLAQ (Hint: 0)"	0
Trimmed my $SE again today on this great rally, and with the money I bought more $TEAM at $172.24 (no, I still have no idea what this company does :))	1
"This is the perfect summary of Elon’s man-child behavior during this acquisition.

You can’t claim that you’re buying Twitter to fix the bot problem & then pull out of the deal because it has a bot problem.

Elon is a conman, plain & simple. This “deal” was to sell $TSLA shares."	0
"Dear 
@linderrama
,
2 years ago, you wrote that #Tesla building its own ventilators for #COVID victims was ""a promising step toward rectifying the world's massive ventilator shortage"".
Can you follow up on how many #PhonyStark's actually made? $TSLA $TSLAQ"	0
$AUVI 	1
$JMIA   Congrats Bulls 	1
"The $SE earnings are in. Haven't dug deep yet but first impressions.

GAAP EPS of -$0.80 beats by $0.60. Great to see that Forrest Li does again what he promised and focused on not losing too much money. 

Revenue $2.9B, up 61.1% YoY, slight beat by $40M.

1/2"	1
"So do you believe the charts now $tsla 
Hedge Funds Hold Large Position and for them to Liquidate it takes a Long time 

So they will buy support and push stock higher only to sell more stock liquidating

That's called Redistribution 

it's on the chart price reveals it"	0
US y/y net sales growth +4.0% from $WMT . Some better global numbers	1
" #Apple co-founder Steve Wozniak just recently explained how ""dangerous and horrible"" #Tesla's #Autopilot already is, not to speak of ""#FSDBeta"". How many more people have to be killed by #ElonMusk's frauds?

$TSLA $TSLAQ"	0
Wow. $FB strength really something today.	1
$RBLX gave a #long signal five days ago! +30% thanks to Deep Signals Indicator.	1
$SE beat is the biggest surprise of the year	1
"Then compare it to the indexes.  $tsla lags them all.  I'm not saying there aren't worse performers, but $tsla has been pretty awful.  ""Cratering"" isn't an unfair description."	0
"Dear 
@JonPorty
,
2 years ago, you claimed that #Tesla's ""work on ventilators is progressing"".
You helped generate enormous positive PR for Elon Musk.
Why haven't you followed up on #PhonyStark's progress since then? $TSLA $TSLAQ"	0
The reels algo is improving. $fb	1
Walmart $WMT Crushed (very disappointing from the, should see new 52 week low) Target $TGT is next to be crushed IMO. Home Depot $HD shows where the true leadership is. Retail spend will be tricky going forward this year.	0
From ath, $aapl dropped 30%, $amzn dropped 35%, $tsla dropped 40%, I think we are pretty close to bottom if didn’t go over already	0
Iron Mountain Data Centers has signed a 72-megawatt lease for a tenant in Northern Virginia. The massive deal reflects the super-sizing of #cloud and #datacenter deals in Virginia. #hyperscale $IRM	1
Australia's largest broker CommSec reports that last week GameStop $GME shares were 3.8% of last weeks trades, making it #3 of most traded shares	1
It’s management fault for both  $WMT & $AMZN since they can’t pass inflation related overhead increases to customers. Amirite @jimcramer ?	0
"Replying to 
@MrZackMorris
$SUNW big rev increase.."	1
"Good morning, #Degens  I love the smell of hedgie tears in the morning! #AMC $GME #APESNOTLEAVING
"	1
"$LUNA price action destroying alt coins today

$APE -30%
$AVAX -28%
$SOL -20%
$DOGE -18%"	0
"#BullishAlert 
Bullish Stock Alert: $WBA at $44.69

This alert is meant for swing and day traders. For details, please see the pinned tweet on top of our profile.

#StockPicks #StocksToWatch"	1
$FB Strength is undeniable today. I see some resistance into the 50 day 207s.	1
After the terrible news with the recent algorithmic stable coin fiasco- $UST	0
 SE Stock Pops 12% After Sea Beats Q1 Revenue Estimates https://investorplace.com/2022/05/se-stock-pops-12-after-sea-beats-q1-revenue-estimates/ $SE	1
$XOM The big swinging dick in the room	1
"$TSLA 
This is a good entry point."	1
$AUVI 22 million volume on the day . Take profit anytime you want .	1
"#investments 

$GOOGL -1.38%
What's the matter?"	0
"YTD Price Movement:

$NFLX -68%
$FB -37%
$AMZN -31%

$BTC -22%

Is crypto more stable than stocks?"	0
"Twitter's Thoughts:

$SPY - Very Positive 
$TSLA - Very Positive 
$SPX - Very Positive 
$AGRI - Very Positive 
$QQQ - Very Positive 

#stocks #investing #trading"	1
"Open the floodgates and let the money pour in! $AMC $GME
"	1
"Top 10 EV models in the United States in Q1. 

If they could have produced more Model X, it would have been number 3 or 4. $TSLA"	1
$auvi big lunch time dip buy opportunity for the afternoon rise!	1
$BLK will be the next Robinhood.   Goodbye, Blackrock.	0
BREAKING: Ray Dalio, the 72nd most wealthiest in the world, had his fund Bridgewater sell their stake in $TSLA and just bought in heavy on $AMC/ $GME 	1
Exciting second half of the year ahead for $NIO can't wait!	1
"$PEP $PM 
Both on my watchlist making strong moves today"	1
I think $GOOG and $AMZN are the best buys right now.	1
$ROKU down 15% after hours 	0
"Big Oil ETF $NRGU is up $150 in only 2 trading days! NRGU holds the TOP 10 #oil companies $xom $cvx $vlo $mro $pde $psx $shel $cop $oxy $eog 

What are you waiting for!"	1
"Replying to 
@humbletwig
At the time I believe that majors like $EMC $NT $LU $JDSU $SUNW were all very profitable.  They were considered high quality companies. Not spec stocks at all. Many weren’t profitable."	1
Our high beta growth screen beet red. $HD big negative reversal as it ran right into declining 50 day average. RETAIL getting smoked again. It's early #easymoney #markets	0
"Only 16 more days until the shareholders meeting. If you're not a #GME holder, it's not too late to join our world!
#GameStop $gme
"	1
"$FRGE is Dead to me. 
Isn't building higher low anymore. https://t.co/FBhON50pd5"	0
If we all short $BLK at the same time there’s nothing they can do to stop us	0
"A lot of great stocks out there trading at a discount

Given the volatility in the market, it is always important to LAYER into your positions

10 Stock Watchlist:
$AAPL
$MSFT
$GOOGL
$V
$MPW
$O
$TROW
$SBUX
$TGT
$DLR

What is on your watchlist?"	1
"I am scared for s on $qqq $veru and $auvi 

Scary…."	0
"Top Positive News Movers Premarket: 

I$DRA: +62% Shares Positive Results from Investigator-Sponsored Trial in Melanoma Patients at Amsterdam UMC 
$MITQ: +38% Earnings 
$BRDS: +35% Earnings"	1
Defending $DKNG (DraftKings stock) :: Point #60 - they continued to raise revenue guidance and reported a smaller loss than expected, in most recent earnings #sportgoat	1
I have a feeling $HD will miss earnings	0
Who is this chump? I was shorting $AAPL from $180	0
$ONON 166 Million share float and stock is moving up on 100 share buy orders premarket i dont trust it	0
$SE comes across as a $15bn market cap masquerading as a $40bn cap due to an evergoing super-Ponzi-style pump. LUNA had nothing on Sea! Collapsing gaming business & low margin, cash burning ecommerce that can’t be sustained. Cash pile gone soon? Short squeeze = the only hope. 	0
"$BRK.B 
The BuffDog is buying stock all this time while everyone else be like…"	1
"Big rally today in Chinese names 

$LKNCY +40%
$JD +30%
$BABA +26%
$NIO +20%

Congrats to all who caught a piece of the action!"	1
"Yes, there may be a point $DIS is an attractive investment. I don't know where that is.
Even at $100 they trade at 70x earnings.
When you take closed parks out of the equation, they aren't growing.
It's clear their war on conservatism has cost them.
Media sugar coating annoys me."	0
So, if you think AWS is worth 20x EBITDA, or ~38x earnings (operating income less 17% tax), you are getting retail, a business that demonstrably does have a positive value, for free today. $AMZN	1
"What's the most overvalued company you hold? 

Mine is $COST"	0
"$AAPL
Absorption at the 138 level looking like a positive sign for a possible relief bounce for the coming week(s)."	1
"$AFRM reported earlier today and is trading down 23%

Watching $NET, $Z, & $EXPE to report after the close "	0
"A 
@Tesla
 #Model3 went flying in Columbus, Ohio and crashed into a convention centre. 

A video has emerged online showing the electric compact sedan getting airborne before crashing into the building in an accident. WATCH!"	0
Stay on Target? $TGT down 2% today. Earnings tomorrow. Investors nervous after Walmart this morning? $WMT down nearly 11%.	0
$IRM Short Pitch: Asymmetric large-cap short. Leader in physical document storage and related services - a melting ice cube with high leverage trading at all-time highs. Core business is in secular decline, further pricing increases unlikely (already 2-3x more expensive than...	0
$GLBE recovered from down 28% to even that’s so crazy LFG	1
"Last 5 years total return: 

$AMZN: +140%

$VLO: +153%"	1
"Ruh-roh, *someone's* first ex wife is dancing right up to the line, careful not to cross it. 

Allow me, society creating *likeable* sociopaths extends beyond TV and into the corporate business model.

Elon Musk IS a #SerialKillerCEO.

#TheSociopathicBusinessModel
$TSLA $TWTR"	0
$SE very oversold here . I don't think it will drop that much even if earnings is bad	1
Small gains  $BABA	1
"#elonmusk can change the world with $tsla and #spacex, but he can't change the world with $twtr. Twitter is a dead rat. Please walk away for the sake of humanity 
@elonmusk"	1
"Ride sharing companies tanking today after poor earnings.

 $LYFT  32.8%
 $UBER  9.42%"	0
$JMIA dip buys at 6.45 now up to 6.94 for NHOD	1
"I'm up +33% on my accounts this May with main setups played on $TSLA $ES $AAPL one of the clients I've been mentoring is up 50%. It's a classic example of think less, improve and follow the money flow.
Not only trading #SmallCaps"	1
$PPSI getting tight. I think we see a small bounce	1
"Happy Hump Day. Markets were green today (for the most part.) Here's what's up:

 $SNOW melted (-22%)
 Chamath's star-studded SPACs continue their fall
 Earnings from $CHPT, $OKTA, $SPLK, and $AI
+ more

Rip it!"	0
"$TSLA working its way into the top 10 most mentioned on wallstreetbets over the last 24 hours

Via http://topstonks.com/stocks/TSLA?st_tsla

#tsla    #wallstreetbets  #stocks"	1
"We have lot more developments to do with $TSLA  
@elonmusk
   
 opening a new Giga factory in India , Introduce  new economy model Model 2 a compact version like hatchback will take Marketcap of $TSLA to $5Trillions. You can build your own platform once you become  new Trillionaire"	1
"$TSLA stops taking orders outside North America for their #cybertruck.

They have enough orders for 3 years  #Tesla #twitter"	1
$SNDL lmao people selling because EPS missed by a penny but what they are missing is Revenue beat by  29.41%.   Wait until the earnings call at 10:30AM and this 	1
"$auvi $1.43 soon $1.63
 be back soon .."	1
Rivian $RIVN provided strong production numbers last night, 2,553 vehicles produced in Q1.  The ramp will only get stronger from here w/ explosive growth ahead.  Plenty of cash to burn through as they grow.  This is like buying Tesla $TSLA back in 2012. Doubling my position today	1
"What do we think current $TSLA would be if not for the TWTR distraction given bigger concerns?

Somehow doubt we're not in for a lengthy suppressed momentum despite great fundamentals."	0
$NEGG Trending and up over 50% today 	1
"$HD
 i sometimes meet tony here. just last week he was getting wood for carmella’s house. great store. quality lumber.."	1
US labor board says Starbucks, $SBUX, unlawfully fired seven for union efforts.	0
"$TSLA
 New greatest EV power saver business combination coming!!! Imagine 
$IPWR
 tech giving Elon a 30-40% EV energy saving boost. Pushes batteries to 140% which mean greater range than what currently sell cars for. 

That separates Tesla from the rest of the EV markets"	1
"On Fidelity Today:
#GME 95% buy orders
#AMC 86% buy orders
The crimes are so blatant haha. 
I'm not selling until I'm on the moon. 
"	1
"Replying to 
@LMT978
Man no wonder why it crashed they had boomer tech companies leading the way. This is very eye opening actually . And why was $SUNW 3percent of the NAS? LOL"	0
"$AMC is having another moment.

$AMC +24%
$HYMC +45%

Check out their wild 1yr chart "	1
$NVDA beautifully bullish	1
$TSLA Data indicates that the overall analyst  sentiment for TSLA  is bullish.  Simplify the way you research stocks with our free app.	1
